source_ward_id,source_state,source_lga,source_ward,inec_ward_code,confidence,reason,action
NISGWU08,Niger,Gurara,Lambata,NI-09-07,1.000,exact,loaded
NISGWU05,Niger,Gurara,Izom,NI-09-04,1.000,exact,loaded
NISGWU04,Niger,Gurara,Gawu,NI-09-03,1.000,exact,loaded
41811,Katsina,Kaita,Yanhoho,KT-18-08,1.000,exact,loaded
FCTGWA02,Fct,Gwagwalada,Dobi,FC-03-05,1.000,exact,loaded
FCTABJ04,Fct,Abaji,Gawu,FC-01-10,1.000,exact,loaded
FCTGWA04,Fct,Gwagwalada,Ibwa,FC-03-04,1.000,exact,loaded
FCTGWA07,Fct,Gwagwalada,Paiko,FC-03-06,1.000,exact,loaded
FCTKWL05,Fct,Kwali,Kundu 1,FC-05-06,0.833,needs_review,loaded
FCTABJ05,Fct,Abaji,Gurdi,FC-01-09,1.000,exact,loaded
FCTKWL07,Fct,Kwali,Pai,FC-05-03,1.000,exact,loaded
FCTKWL02,Fct,Kwali,Dafa,FC-05-05,1.000,exact,loaded
FCTKWL06,Fct,Kwali,Kwali,FC-05-01,1.000,exact,loaded
FCTKWL09,Fct,Kwali,Yangoji,FC-05-02,1.000,exact,loaded
KGSBAS08,Kogi,Bassa,Mzum,KO-04-09,0.889,needs_review,loaded
KGSKNA05,Kogi,Dekina,Emewe,KO-05-03,1.000,exact,loaded
KGSKNA10,Kogi,Dekina,Ogbabede,KO-05-07,1.000,exact,loaded
KGSKFU02,Kogi,Ofu,Aloji,KO-14-07,1.000,exact,loaded
KGSKFU07,Kogi,Ofu,Ochadamu,KO-14-09,1.000,exact,loaded
BNSPKG04,Benue,Okpokwu,Ichama 2,BE-18-03,0.824,needs_review,loaded
KGSBAS05,Kogi,Bassa,Gboloko,KO-04-06,1.000,exact,loaded
ANSAAH05,Anambra,Anambra East,Igbariam,AN-03-05,1.000,exact,loaded
KGSKFU03,Kogi,Ofu,Ejule / Ala,KO-14-03,0.900,fuzzy,loaded
KGSAJK06,Kogi,Igalamela-Odolu,Odolu,KO-08-03,1.000,exact,loaded
ANSAAH04,Anambra,Anambra East,Eziagulu Otu,AN-03-04,1.000,exact,loaded
ANSNKK04,Anambra,Ayamelum,Igbakwu,AN-02-04,1.000,exact,loaded
EBSZLL03,Ebonyi,Ishielu,Amaezu / Amaelu,,0.632,no_ward,skipped_no_match
ANSNKK01,Anambra,Ayamelum,Anaku,AN-02-01,1.000,exact,loaded
ANSNZM08,Anambra,Anambra West,Umuem,,0.556,no_ward,skipped_no_match
10310,Borno,Bama,Kasugula,BO-03-05,1.000,exact,loaded
10311,Borno,Bama,Shehuri,,0.500,no_ward,skipped_no_match
CRSBRA04,Cross River,Obubra,Iyami,,0.571,no_ward,skipped_no_match
NASNSW15,Nasarawa,Nasarawa,Tunga Bakono,NA-09-05,1.000,exact,loaded
NASLFA02,Nasarawa,Lafia,Agyaragu Tofa,NA-08-02,0.963,fuzzy,loaded
NASDMA09,Nasarawa,Doma,Sabon-Gari,NA-03-10,1.000,exact,loaded
NASNSW01,Nasarawa,Nasarawa,Akum,NA-09-02,1.000,exact,loaded
OSSOLA05,Osun,Olorunda,Oba-Oke,OS-27-10,1.000,exact,loaded
OSSORU03,Osun,Orolu,Ega-Aaje / Osun-Eesa,,0.312,no_ward,skipped_no_match
OSSEDE06,Osun,Egbedore,Ido Osun,OS-09-04,1.000,exact,loaded
OSSEDE10,Osun,Egbedore,Olorunsogo / Offatedo,OS-09-10,0.818,needs_review,loaded
ENSMGL03,Enugu,Nkanu East,Ihuokpora,EN-11-04,0.889,needs_review,loaded
IMSNGN05,Imo,Ngor-Okpala,Ihitte / Umukabia,IM-12-07,0.857,needs_review,loaded
IMSNWA16,Imo,Mbatoli,Umuebo / Oha,,0.487,no_ward,skipped_no_match
IMSEBM03,Imo,Ohaji/Egbema,Egbema A,IM-18-03,1.000,exact,loaded
KN0309,Kano,Bagwai,Sare-Sare,KN-03-09,1.000,exact,loaded
ABSSSM07,Abia,Osisioma Ngwa,Amavo-Nkworgu,,0.472,no_ward,skipped_no_match
IMSKWE10,Imo,Onuimo,Owerre Okwe,IM-20-03,1.000,exact,loaded
ABSUNC06,Abia,Umu-Nneochi,Eziama Ugwu,AB-17-06,1.000,exact,loaded
IMSDFB12,Imo,Ideato South,Umuchima,IM-06-11,1.000,exact,loaded
12705,Borno,Shani,Gwaskara,BO-27-06,1.000,exact,loaded
ABSUNC13,Abia,Umu-Nneochi,Obinolu / Obiagu / Lomara,AB-17-12,0.895,needs_review,loaded
ANSAJL09,Anambra,Orumba North,Ndikelionwu,AN-19-10,1.000,exact,loaded
ABSUNC11,Abia,Umu-Nneochi,Lokpaukwu,,0.400,no_ward,skipped_no_match
IMSEBM07,Imo,Ohaji/Egbema,Egbema E,IM-18-07,1.000,exact,loaded
IMSUMG11,Imo,Owerri West,Okolochi,,0.640,no_ward,skipped_no_match
EBSBKL02,Ebonyi,Izzi,Amuzu,,0.320,no_ward,skipped_no_match
ABSMBL03,Abia,Isuikwuato,Amaiyiobiliohia / Nunya,,0.286,no_ward,skipped_no_match
IMSEBM05,Imo,Ohaji/Egbema,Egbema C,IM-18-05,1.000,exact,loaded
IMSKED13,Imo,Ikeduru,Ugirike,,0.538,no_ward,skipped_no_match
EBSNCA25,Ebonyi,Onicha,Umuechuma,,0.522,no_ward,skipped_no_match
ABSGWB05,Abia,Ugwunagbo,Ihie Obeaku 9,,0.333,no_ward,skipped_no_match
10312,Borno,Bama,Soye,,0.320,no_ward,skipped_no_match
KN3606,Kano,Sumaila,Magami,KN-36-06,1.000,exact,loaded
ABSNGK10,Abia,Obi Nwga,Mgboko Itungwa,AB-09-04,1.000,exact,loaded
ABSKEK14,Abia,Ukwa East,Umuigube Achara,AB-13-04,1.000,exact,loaded
41002,Katsina,Daura,Madobi A,KT-10-10,1.000,exact,loaded
ANSAJL14,Anambra,Orumba North,Ndiukwuenu,,0.741,no_ward,skipped_no_match
IMSNGB12,Imo,Oru West,Ozara,IM-24-07,1.000,exact,loaded
IMSNGN09,Imo,Ngor-Okpala,Obiangwu,IM-12-10,1.000,exact,loaded
ABSUNC02,Abia,Umu-Nneochi,Amorie,,0.364,no_ward,skipped_no_match
ABSNGK05,Abia,Obi Nwga,Akpaa Mbato,,0.526,no_ward,skipped_no_match
IMSTTK12,Imo,Obowo,Umungwa,,0.667,no_ward,skipped_no_match
IMSUMG09,Imo,Owerri West,Obinze,IM-27-08,1.000,exact,loaded
12710,Borno,Shani,Shani,BO-27-10,1.000,exact,loaded
ABSGWB01,Abia,Ugwunagbo,Abayi Mbasaa,,0.133,no_ward,skipped_no_match
IMSURU02,Imo,Ideato North,Ezemazu,IM-05-12,0.778,needs_review,skipped_low_confidence
EBSBZR11,Ebonyi,Ohaozara,Obioha,,0.714,no_ward,skipped_no_match
ANSAJL18,Anambra,Orumba North,Omogho,,0.545,no_ward,skipped_no_match
ABSUNC04,Abia,Umu-Nneochi,Aroikpa,,0.480,no_ward,skipped_no_match
ABSUMA14,Abia,Umuahia North,Oriendu,,0.500,no_ward,skipped_no_match
EBSAFK34,Ebonyi,Afikpo North,Ozizza,,0.435,no_ward,skipped_no_match
EBSAKL05,Ebonyi,Abakaliki,Amachi Ndiegu,EB-01-03,0.960,fuzzy,loaded
ANSAWK13,Anambra,Awka South,Mbaukwu,AN-07-13,0.933,fuzzy,loaded
ABSKEK12,Abia,Ukwa East,Ohambele,,0.429,no_ward,skipped_no_match
IMSURU12,Imo,Ideato North,Owerre / Akwu,,0.545,no_ward,skipped_no_match
ABSMBA11,Abia,Isiala-Ngwa South,Ngwaobi,AB-07-02,1.000,exact,loaded
ABSUNC08,Abia,Umu-Nneochi,Lekwesi,,0.333,no_ward,skipped_no_match
IMSAWD05,Imo,Orsu,Eziawa,IM-22-10,1.000,exact,loaded
IMSNGN03,Imo,Ngor-Okpala,Amala / Ntu,,0.486,no_ward,skipped_no_match
IMSNWA17,Imo,Mbatoli,Umunoha / Azara / Awo,IM-11-03,0.809,needs_review,loaded
10307,Borno,Bama,Dipchari,,0.410,no_ward,skipped_no_match
IMSTTK03,Imo,Obowo,Amanze,,0.600,no_ward,skipped_no_match
ABSSSM04,Abia,Osisioma Ngwa,Amasator,AB-11-03,0.850,lga_fuzzy_exact_ward,loaded
IMSEHM05,Imo,Ehime-Mbano,Umuakagu,IM-03-07,0.824,needs_review,loaded
IMSNGN01,Imo,Ngor-Okpala,Eziama,,0.632,no_ward,skipped_no_match
IMSTTK05,Imo,Obowo,Avutu,IM-16-04,1.000,exact,loaded
40303,Katsina,Batsari,Darini Magaji Abu,KT-03-09,1.000,exact,loaded
ABSKKE24,Abia,Ukwa West,Ogwe,AB-14-03,1.000,exact,loaded
ABSMBA15,Abia,Isiala-Ngwa South,Osokwa,,0.615,no_ward,skipped_no_match
IMSUMG01,Imo,Owerri West,Amakohia Ubi / Ndegwu,IM-27-09,0.884,needs_review,loaded
11103,Borno,Gwoza,Bulabulin,,0.581,no_ward,skipped_no_match
IMSABB11,Imo,Aboh-Mbaise,Mbutu Nweorie,,0.583,no_ward,skipped_no_match
ABSGWB09,Abia,Ugwunagbo,Obeaja / Ward Two,,0.462,no_ward,skipped_no_match
IMSEBM09,Imo,Ohaji/Egbema,Ekwuato,IM-18-08,1.000,exact,loaded
IMSRLU04,Imo,Orlu,Amike / Eziachi,,0.538,no_ward,skipped_no_match
IMSTTK07,Imo,Obowo,Odenkume,,0.615,no_ward,skipped_no_match
ABSKPU20,Abia,Isiala-Ngwa North,Umuomainta,,0.741,no_ward,skipped_no_match
IMSUML04,Imo,Isiala Mbano,Ekwedim,,0.333,no_ward,skipped_no_match
IMSRLU06,Imo,Orlu,Ihiteowerre,IM-21-07,0.957,fuzzy,loaded
ANSZBL05,Anambra,Ekwusigo,Ibolo,,0.308,no_ward,skipped_no_match
IMSUMG05,Imo,Owerri West,Ihiagwa,IM-27-06,1.000,exact,loaded
IMSNGN11,Imo,Ngor-Okpala,Ohekelem / Nnorie,IM-12-08,1.000,exact,loaded
ANSZBL07,Anambra,Ekwusigo,Ifite,,0.667,no_ward,skipped_no_match
JI0708,Jigawa,Gagarawa,Medu,JI-08-08,1.000,exact,loaded
ABSMBL11,Abia,Isuikwuato,Isunabo,,0.500,no_ward,skipped_no_match
IMSKED03,Imo,Ikeduru,Amaimo / Umuri-Okwu,,0.522,no_ward,skipped_no_match
IMSEBM13,Imo,Ohaji/Egbema,Umuagwo / Umukene / Etioha,,0.483,no_ward,skipped_no_match
KWSBDU14,Kwara,Moro,Oloru,KW-12-08,1.000,exact,loaded
IMSNSA09,Imo,Njaba,Ihebinowere,,0.333,no_ward,skipped_no_match
IMSNWA05,Imo,Mbatoli,Ezi,,0.373,no_ward,skipped_no_match
KWSBDU01,Kwara,Moro,Abati Alara,KW-12-11,1.000,exact,loaded
IMSTTK09,Imo,Obowo,Umuariam,,0.696,no_ward,skipped_no_match
81104,Zamfara,Shinkafi,Birnin Yero,ZA-11-02,0.909,fuzzy,loaded
ABSGWB12,Abia,Ugwunagbo,Umuada / Ward Five,,0.533,no_ward,skipped_no_match
IMSKGE14,Imo,Okigwe,Umulolo,IM-19-10,1.000,exact,loaded
IMSKED01,Imo,Ikeduru,Eziama Ward,,0.500,no_ward,skipped_no_match
KWSBDU11,Kwara,Moro,Malete,,0.600,no_ward,skipped_no_match
KWSBDU16,Kwara,Moro,Shao,KW-12-12,1.000,exact,loaded
IMSTTK08,Imo,Obowo,Okwuohia,IM-16-08,1.000,exact,loaded
ABSGWB15,Abia,Ugwunagbo,Umugo / Ward Eight,,0.625,no_ward,skipped_no_match
IMSNKR10,Imo,Nkwerre,Umudi,,0.556,no_ward,skipped_no_match
ABSKEK06,Abia,Ukwa East,Ikwuriato West,AB-13-02,0.966,fuzzy,loaded
ABSKPU18,Abia,Isiala-Ngwa North,Umunna Nsulu / Agburuezeukwu,,0.632,no_ward,skipped_no_match
ABSAPR09,Abia,Umuahia South,Ohiocha,AB-16-03,0.933,fuzzy,loaded
KWSBDU04,Kwara,Moro,Babadudu,KW-12-07,1.000,exact,loaded
IMSUML11,Imo,Isiala Mbano,Osuama,,0.667,no_ward,skipped_no_match
ABSKPU06,Abia,Isiala-Ngwa North,Amano Nsulu,AB-06-01,0.783,needs_review,skipped_low_confidence
IMSAFR15,Imo,Ahiazu-Mbaise,Otulu / Aguneze,IM-02-02,1.000,exact,loaded
ABSAPR12,Abia,Umuahia South,Ubakala A,AB-16-08,1.000,exact,loaded
ABSMBL17,Abia,Isuikwuato,Umuanyi / Absu,,0.476,no_ward,skipped_no_match
ABSKEK04,Abia,Ukwa East,Ikuorie,AB-13-10,0.933,fuzzy,loaded
IMSETU02,Imo,Ezinihitte,Chokoneze / Akpodim,IM-04-12,0.761,needs_review,skipped_low_confidence
ABSKKE27,Abia,Ukwa West,Ozaa West,AB-14-10,1.000,exact,loaded
ANSHAL19,Anambra,Ihiala,Umuoma Ward 3 Uli,,0.421,no_ward,skipped_no_match
IMSIHI08,Imo,Ihitte/Uboma,Ezimba,,0.429,no_ward,skipped_no_match
IMSNKR14,Imo,Nkwerre,Umuwala,,0.700,no_ward,skipped_no_match
IMSUMG06,Imo,Owerri West,Irete,,0.588,no_ward,skipped_no_match
ANSUKP11,Anambra,Nnewi South,Osumenyi Iiii,AN-15-12,0.917,fuzzy,loaded
EKSMBA05,Ekiti,Moba,Ikun 1,EK-15-08,0.833,needs_review,loaded
IMSUMG14,Imo,Owerri West,Umuguma,IM-27-02,1.000,exact,loaded
IMSNGB11,Imo,Oru West,Otulu,IM-24-02,1.000,exact,loaded
DTSJRT05,Delta,Ughelli South,Jeremi 1,DE-20-08,0.875,needs_review,loaded
IMSKED12,Imo,Ikeduru,Ngugo-Ikembra,IM-08-11,0.963,fuzzy,loaded
KWSARP02,Kwara,Ekiti,Isapa,KW-04-02,1.000,exact,loaded
ABSMBL02,Abia,Isuikwuato,Achara,,0.600,no_ward,skipped_no_match
IMSUML09,Imo,Isiala Mbano,Oka,,0.500,no_ward,skipped_no_match
ANSAJL13,Anambra,Orumba North,Ndiowu,AN-19-12,1.000,exact,loaded
ABSUNC14,Abia,Umu-Nneochi,Obinulo / Uhude / Umuogbokocha,,0.326,no_ward,skipped_no_match
ABSKPU10,Abia,Isiala-Ngwa North,Ihie,AB-06-06,1.000,exact,loaded
IMSAFR03,Imo,Ahiazu-Mbaise,Isiala Oparanadim,,0.741,no_ward,skipped_no_match
IMSEBM04,Imo,Ohaji/Egbema,Egbema B,IM-18-04,1.000,exact,loaded
ABSGWB06,Abia,Ugwunagbo,Ihie Ukwu / Ward Nine,,0.444,no_ward,skipped_no_match
IMSKGE04,Imo,Okigwe,Amuro,IM-19-08,1.000,exact,loaded
ANSAWK12,Anambra,Awka South,Isiagu / Ezinator,,0.483,no_ward,skipped_no_match
EBSAKL18,Ebonyi,Abakaliki,Okpuitumo Ndiebor,EB-01-12,0.909,fuzzy,loaded
EBSAKL03,Ebonyi,Abakaliki,Amachi Ndiebor,EB-01-02,0.923,fuzzy,loaded
KD1909,Kaduna,Sabon Gari,Samaru,KD-19-01,1.000,exact,loaded
IMSUMD03,Imo,Isu,Amauju,,0.471,no_ward,skipped_no_match
IMSRLU10,Imo,Orlu,Okporo Ohafor,,0.462,no_ward,skipped_no_match
IMSGUA06,Imo,Oguta,Mgbala / Uba,IM-17-04,0.947,fuzzy,loaded
IMSURU19,Imo,Ideato North,Uzii / Umualoma,IM-05-11,1.000,exact,loaded
IMSKED16,Imo,Ikeduru,Uzoagba,IM-08-12,1.000,exact,loaded
IMSUMG10,Imo,Owerri West,Oforola,IM-27-01,0.778,needs_review,skipped_low_confidence
KWSARP08,Kwara,Ekiti,Opin,KW-04-09,1.000,exact,loaded
ABSUNC03,Abia,Umu-Nneochi,Amuda,AB-17-01,1.000,exact,loaded
IMSWER09,Imo,Owerri Municipal,Gra,IM-25-09,1.000,exact,loaded
KWSARP01,Kwara,Ekiti,Eruku,KW-04-01,1.000,exact,loaded
KWSARP06,Kwara,Ekiti,Obbo-Ile,KW-04-06,1.000,exact,loaded
ABSGWB02,Abia,Ugwunagbo,Amapu Ideobia / Ward Three,,0.417,no_ward,skipped_no_match
ABSKEK11,Abia,Ukwa East,Obohia,AB-13-06,1.000,exact,loaded
IMSUMG12,Imo,Owerri West,Okuku,IM-27-03,1.000,exact,loaded
BNSDKP05,Benue,Ohimini,Idekpa,BE-17-05,1.000,exact,loaded
ABSUNC05,Abia,Umu-Nneochi,Eziama Agbor,AB-17-07,0.957,fuzzy,loaded
IMSKWE05,Imo,Onuimo,Ofeahia Umuduru,,0.636,no_ward,skipped_no_match
EBSAKL12,Ebonyi,Abakaliki,Edda Ndiegu,,0.609,no_ward,skipped_no_match
ANSUKP01,Anambra,Nnewi South,Akwauhtedi,AN-15-01,0.800,needs_review,loaded
ABSMBL04,Abia,Isuikwuato,Eluama,,0.533,no_ward,skipped_no_match
BNSGKP08,Benue,Apa,Ofoke,BE-03-09,1.000,exact,loaded
IMSTTK02,Imo,Obowo,Alike,IM-16-01,1.000,exact,loaded
ABSKEK13,Abia,Ukwa East,Ohuru Mkporobe,,0.500,no_ward,skipped_no_match
EBSAKL19,Ebonyi,Abakaliki,Okpuitumo Ndiegu,EB-01-13,0.938,fuzzy,loaded
ABSKPU08,Abia,Isiala-Ngwa North,Amasa Ntigha,AB-06-07,0.960,fuzzy,loaded
ABSKKE23,Abia,Ukwa West,Obuzor,AB-14-05,1.000,exact,loaded
IMSNWA14,Imo,Mbatoli,Orodo C,IM-11-08,0.800,needs_review,loaded
ABSUNC09,Abia,Umu-Nneochi,Leru,,0.267,no_ward,skipped_no_match
ABSUNC18,Abia,Umu-Nneochi,Umudim / Uhuloghu,,0.385,no_ward,skipped_no_match
IMSKWE04,Imo,Onuimo,Ezuhu / Okohia,,0.696,no_ward,skipped_no_match
IMSKED08,Imo,Ikeduru,Avuvu,IM-08-07,1.000,exact,loaded
IMSUML05,Imo,Isiala Mbano,Ibeme,IM-09-04,1.000,exact,loaded
IMSABB10,Imo,Aboh-Mbaise,Mbutu,IM-01-05,1.000,exact,loaded
IMSEHM10,Imo,Ehime-Mbano,Umuezeala Ama,IM-03-09,0.818,needs_review,loaded
IMSABB07,Imo,Aboh-Mbaise,Ibeku,IM-01-12,1.000,exact,loaded
IMSURU15,Imo,Ideato North,Umuago,,0.526,no_ward,skipped_no_match
IMSUML07,Imo,Isiala Mbano,Obollo,IM-09-10,1.000,exact,loaded
DTSGWK02,Delta,Aniocha South,Agiadiasi,,0.364,no_ward,skipped_no_match
EBSBZR14,Ebonyi,Ohaozara,Uhuotaru Ugwulangwu,EB-11-08,1.000,exact,loaded
ABSMBA16,Abia,Isiala-Ngwa South,Ovungwu,AB-07-08,1.000,exact,loaded
IMSUMG04,Imo,Owerri West,Eziobodo,IM-27-05,1.000,exact,loaded
IMSMGD03,Imo,Oru East,Akuma,IM-23-07,1.000,exact,loaded
KN0407,Kano,Bebeji,Gwarmai,KN-04-07,1.000,exact,loaded
IMSRLU07,Imo,Orlu,Mgbee / Umuokpara / Orlu Town,,0.528,no_ward,skipped_no_match
IMSABB05,Imo,Aboh-Mbaise,Enyiogugu,IM-01-01,1.000,exact,loaded
IMSIHI01,Imo,Ihitte/Uboma,Abueke,IM-07-01,1.000,exact,loaded
IMSEBM12,Imo,Ohaji/Egbema,Ohoba / Umunwaku,,0.526,no_ward,skipped_no_match
ABSKPU07,Abia,Isiala-Ngwa North,Amapu Ntigha,AB-06-08,1.000,exact,loaded
IMSABB14,Imo,Aboh-Mbaise,Umuhu,IM-01-10,1.000,exact,loaded
IMSUML14,Imo,Isiala Mbano,Umuneke-Ugiri,,0.500,no_ward,skipped_no_match
ABSKEK01,Abia,Ukwa East,Akwete Ohandu,,0.632,no_ward,skipped_no_match
ABSABA15,Abia,Aba South,Okporo Enyi,,0.444,no_ward,skipped_no_match
ABSMBA07,Abia,Isiala-Ngwa South,Ehi-Na-Uguru,,0.690,no_ward,skipped_no_match
IMSABB03,Imo,Aboh-Mbaise,Amuzu,,0.600,no_ward,skipped_no_match
IMSIHI07,Imo,Ihitte/Uboma,Awuchinumo,IM-07-05,1.000,exact,loaded
ABSMBL12,Abia,Isuikwuato,Ndundu,,0.533,no_ward,skipped_no_match
IMSEHM13,Imo,Ehime-Mbano,Umunakanu,IM-03-07,1.000,exact,loaded
ANSNSH11,Anambra,Onitsha North,Umuaroli,,0.364,no_ward,skipped_no_match
RVSAHD11,Rivers,Ahoada East,Aheward 11,,0.556,no_ward,skipped_no_match
IMSKGE09,Imo,Okigwe,Ogii,IM-19-05,1.000,exact,loaded
ANSAJL01,Anambra,Orumba North,Ajalli,,0.462,no_ward,skipped_no_match
ABSMBL14,Abia,Isuikwuato,Oguduasa / Acha / Amachara,,0.516,no_ward,skipped_no_match
IMSNKR11,Imo,Nkwerre,Umukor,,0.500,no_ward,skipped_no_match
IMSUML10,Imo,Isiala Mbano,Osu-Achara,IM-09-12,1.000,exact,loaded
RVSAHD05,Rivers,Ahoada East,Aheward 5,,0.588,no_ward,skipped_no_match
IMSNGN02,Imo,Ngor-Okpala,Alulu / Obokwe / Oburu,,0.609,no_ward,skipped_no_match
KGSAJK03,Kogi,Igalamela-Odolu,Akpanya,KO-08-05,1.000,exact,loaded
ABSMBL16,Abia,Isuikwuato,Ugwuele / Ngodo,,0.296,no_ward,skipped_no_match
IMSIHI11,Imo,Ihitte/Uboma,Onicha Uboma,,0.400,no_ward,skipped_no_match
KGSAJK04,Kogi,Igalamela-Odolu,Avrugo,KO-08-01,1.000,exact,loaded
IMSEBM14,Imo,Ohaji/Egbema,Umuapu / Ihie,,0.706,no_ward,skipped_no_match
ABSKEK05,Abia,Ukwa East,Ikwueke West,AB-13-08,1.000,exact,loaded
IMSETU03,Imo,Ezinihitte,Eziagbogu,,0.544,no_ward,skipped_no_match
IMSNGN16,Imo,Ngor-Okpala,Umuohiagu / Logara,,0.562,no_ward,skipped_no_match
KGSAJK09,Kogi,Igalamela-Odolu,Ojiaji,KO-08-04,0.923,fuzzy,loaded
ABSMBA01,Abia,Isiala-Ngwa South,Aku-Na-Ekpu,,0.457,no_ward,skipped_no_match
IMSKED04,Imo,Ikeduru,Amakohia Ward,IM-08-06,1.000,exact,loaded
IMSIHI09,Imo,Ihitte/Uboma,Ikperejere,IM-07-07,1.000,exact,loaded
ANSACA13,Anambra,Awka North,Ugbenu,AN-06-13,1.000,exact,loaded
ENSMGL14,Enugu,Nkanu East,Nomeh,EN-11-12,1.000,exact,loaded
ABSKEK03,Abia,Ukwa East,Azumini,AB-13-03,1.000,exact,loaded
IMSETU01,Imo,Ezinihitte,Amumara,IM-04-01,0.850,lga_fuzzy_exact_ward,loaded
RVSBER04,Rivers,Omumma,Omward 4,,0.280,no_ward,skipped_no_match
IMSNKR02,Imo,Nkwerre,Eziama-Obaire,IM-14-10,1.000,exact,loaded
ABSNGK14,Abia,Obi Nwga,Ntighauzor,AB-09-10,0.769,needs_review,skipped_low_confidence
ABSUMA13,Abia,Umuahia North,Okaiuga-Alike,,0.429,no_ward,skipped_no_match
ABSGWB10,Abia,Ugwunagbo,Obegu / Ward One,,0.500,no_ward,skipped_no_match
ANSAJL10,Anambra,Orumba North,Ndiokolo,,0.571,no_ward,skipped_no_match
IMSGUA02,Imo,Oguta,Egwe / Egbuoma,,0.414,no_ward,skipped_no_match
RVSBER07,Rivers,Omumma,Omward 7,,0.280,no_ward,skipped_no_match
ABSKEK10,Abia,Ukwa East,Obeaku,,0.500,no_ward,skipped_no_match
ANSUMZ02,Anambra,Orumba South,Akpu,AN-20-02,1.000,exact,loaded
RVSABU11,Rivers,Abua/Odual,Aboward 11,,0.500,no_ward,skipped_no_match
IMSKWE03,Imo,Onuimo,Eziama Ward / Aboh Umuduru,,0.514,no_ward,skipped_no_match
ANSUMZ18,Anambra,Orumba South,Umuomaku,AN-20-18,1.000,exact,loaded
ANSZBL02,Anambra,Ekwusigo,Anaubeahu,,0.615,no_ward,skipped_no_match
IMSABB04,Imo,Aboh-Mbaise,Egbelu Umuhu,,0.588,no_ward,skipped_no_match
IMSKGE03,Imo,Okigwe,Aku,IM-19-04,1.000,exact,loaded
IMSDFB13,Imo,Ideato South,Umueshi / Amanator,,0.583,no_ward,skipped_no_match
IMSDFB11,Imo,Ideato South,Umuakam / Umuagor,IM-06-10,0.966,fuzzy,loaded
IMSDFB06,Imo,Ideato South,Ntueke,IM-06-05,1.000,exact,loaded
RVSBER10,Rivers,Omumma,Omward 10,,0.260,no_ward,skipped_no_match
IMSEHM06,Imo,Ehime-Mbano,Umualumaku / Umuihim,IM-03-06,1.000,exact,loaded
IMSTTK06,Imo,Obowo,Ehume,IM-16-05,1.000,exact,loaded
IMSETU09,Imo,Ezinihitte,Obizi,,0.500,no_ward,skipped_no_match
ABSKEK02,Abia,Ukwa East,Amakam Akwete,,0.632,no_ward,skipped_no_match
IMSDFB10,Imo,Ideato South,Ugbelle,IM-06-06,1.000,exact,loaded
IMSRLU01,Imo,Orlu,Amaifeke Ezioha,,0.696,no_ward,skipped_no_match
IMSKGE13,Imo,Okigwe,Umualumoke,IM-19-07,0.952,fuzzy,loaded
IMSNWA12,Imo,Mbatoli,Orodo A,IM-11-08,0.933,lga_fuzzy_exact_ward,loaded
RVSMHA10,Rivers,Emuoha,Emward 10,,0.392,no_ward,skipped_no_match
RVSMHA11,Rivers,Emuoha,Emward 11,,0.392,no_ward,skipped_no_match
RVSMHA02,Rivers,Emuoha,Emward 2,,0.417,no_ward,skipped_no_match
RVSMHA04,Rivers,Emuoha,Emward 4,,0.417,no_ward,skipped_no_match
IMSNGN10,Imo,Ngor-Okpala,Obike,,0.588,no_ward,skipped_no_match
IMSUMG02,Imo,Owerri West,Avu,,0.429,no_ward,skipped_no_match
IMSKWE02,Imo,Onuimo,Ezelu Okwe,,0.667,no_ward,skipped_no_match
IMSKWE11,Imo,Onuimo,Ozoimo Umuanumeze,IM-20-07,0.970,fuzzy,loaded
IMSNKR12,Imo,Nkwerre,Umunachi / Umunnubo / Nkwerre 4,,0.622,no_ward,skipped_no_match
IMSETU07,Imo,Ezinihitte,Ihitte,IM-04-10,0.850,lga_fuzzy_exact_ward,loaded
IMSKWE06,Imo,Onuimo,Okohia Umuduru,,0.480,no_ward,skipped_no_match
IMSUML03,Imo,Isiala Mbano,Anara,,0.667,no_ward,skipped_no_match
RVSKHE05,Rivers,Etche,Akwa / Odogwa,RI-11-15,1.000,exact,loaded
IMSEBM02,Imo,Ohaji/Egbema,Awara / Ikwerede,IM-18-02,1.000,exact,loaded
IMSEBM10,Imo,Ohaji/Egbema,Obile / Assa,,0.500,no_ward,skipped_no_match
IMSEBM06,Imo,Ohaji/Egbema,Egbema D,IM-18-06,1.000,exact,loaded
RVSKHE03,Rivers,Etche,Egbu / Ihie,,0.625,no_ward,skipped_no_match
ABSUNC19,Abia,Umu-Nneochi,Umuobasi,,0.571,no_ward,skipped_no_match
RVSAHD06,Rivers,Ahoada East,Aheward 6,,0.588,no_ward,skipped_no_match
RVSKHE12,Rivers,Etche,Okomoko,,0.333,no_ward,skipped_no_match
RVSKHE15,Rivers,Etche,Ulakwo,RI-11-13,1.000,exact,loaded
RVSSPK02,Rivers,Ikwerre,Ikward 2,,0.375,no_ward,skipped_no_match
RVSSPK06,Rivers,Ikwerre,Ikward 6,,0.375,no_ward,skipped_no_match
RVSSPK08,Rivers,Ikwerre,Ikward 8,,0.375,no_ward,skipped_no_match
ENSBBG12,Enugu,Igbo-Eze-South,Ovoko Ajuona,EN-09-12,1.000,exact,loaded
ANSUMZ09,Anambra,Orumba South,Ogboji,AN-20-10,1.000,exact,loaded
